Episode,Fault,Stage,Success,MTTD,MTTR,Messages,Confidence
110,SensorDrift,AS1,False,1.2603229187384812,4.221983862890547,6,0.9814736842105264
111,SensorNoise,AS1,True,0.6981950846624132,3.50904086617685,5,0.8464733600941292
112,CommunicationLoss,AS2,True,2.848841090935618,7.815960991355024,8,0.8541381424904981
113,GatewayFailure,AS2,True,3.2014163551352333,10.317292839797725,9,0.8689280000000001
114,SensorDrift,AS1,True,1.2683638343929404,4.675906281635982,6,0.9751789473684211
115,CommunicationLoss,AS2,True,2.7174316305800224,8.40981518170959,8,0.8560377867196712
116,SensorDrift,AS1,False,1.1502323275017736,4.464007310235963,6,0.961095538847118
117,ModelDrift,AS3,True,5.184149077028985,14.032077591504118,11,0.814304304761905
118,CommunicationLoss,AS2,True,2.6522619604776434,7.522821712774055,8,0.8587432728539979
119,CommunicationLoss,AS2,True,2.808770324794073,7.643939912780877,8,0.8619946182831983
120,CommunicationLoss,AS2,True,2.5636795596122424,8.816866833461724,8,0.8655956946265587
121,PacketDelay,AS2,True,2.1536813847271694,6.4352274727570205,7,0.6800000000000002
122,PacketDelay,AS2,True,2.212931378626077,6.471763020758404,7,0.9570503270400001
123,InformationDelay,AS4,True,1.9358342484598279,5.99518173538005,6,0.7440000000000002
124,PacketDelay,AS2,True,2.2549412604059045,7.0582608703314955,7,0.9656402616320001
125,SensorNoise,AS1,True,0.7394170385572069,3.4302107253404492,5,0.8549564658530813
126,SensorDrift,AS1,True,1.1754518083652794,4.811953150466725,6,0.9506946128958762
127,CommunicationLoss,AS2,True,2.6043471807785745,7.892928575406193,8,0.869399632624324
128,SensorDrift,AS1,True,1.2691928768344038,4.746856099073931,6,0.8361600000000002
129,SensorDrift,AS1,True,1.2681335428417364,4.364431951152739,6,0.6000000000000001
130,CommunicationLoss,AS2,False,2.6682944123932706,7.426115286994972,8,0.8658900764698296
131,InformationDelay,AS4,True,1.9375731950551194,5.810257260295472,6,0.7952000000000001
132,ModelDrift,AS3,True,4.409606385144625,12.831549412168771,11,0.8264434438095241
133,SensorNoise,AS1,True,0.7414432141172559,3.0041796015321123,5,0.8629125411035177
134,AnalyticsFailure,AS3,True,4.414395011936731,11.928738876627941,10,0.9656402616320001
135,PacketDelay,AS2,True,2.0902588174695844,6.115163725492783,7,0.9725122093056002
136,PacketDelay,AS2,True,1.8939005179955533,6.858188181620226,7,0.9780097674444803
137,InformationDelay,AS4,True,1.7720330161590214,5.604931932821999,6,0.8361600000000002
138,InformationDelay,AS4,True,1.8830748174350294,5.568936876243904,6,0.8689280000000001
139,SensorNoise,AS1,True,0.6677466184430705,3.4804839192094126,5,0.8703300328828142
140,GatewayFailure,AS2,True,3.015151660964902,10.025316604649872,9,0.8951424000000001
141,SensorNoise,AS1,True,0.7520302117964625,3.3845328253049964,5,0.6800000000000002
142,GatewayFailure,AS2,True,3.4231336721179884,10.61272579871226,9,0.9161139200000001
143,PacketDelay,AS2,False,2.137621045459836,6.44692212033292,7,0.969074480622251
144,CommunicationLoss,AS2,True,2.505508301956986,7.881996633958995,8,0.8641406326044352
145,InformationDelay,AS4,True,1.836002832201307,6.180187649687785,6,0.8951424000000001
146,SensorDrift,AS1,True,1.2834941050655904,4.539396725674927,6,0.943164385968875
147,AnalyticsFailure,AS3,True,4.207998955536358,12.699781611174627,10,0.9725122093056002
148,SensorDrift,AS1,True,1.198773052786384,4.059214423091352,6,0.9378648421084333
149,PacketDelay,AS2,False,2.1118803303931974,7.230559971153204,7,0.9502595844978009
150,SensorDrift,AS1,True,1.1116758913758484,4.717516323464339,6,0.9342918736867468
151,CommunicationLoss,AS2,False,2.7987887064613104,8.683497797527718,8,0.8568297474628586
152,CommunicationLoss,AS2,True,2.4390122769562623,7.536428739300066,8,0.8521304646369536
153,SensorDrift,AS1,True,1.3076831992673101,4.310218021018933,6,0.9320488835647821
154,CommunicationLoss,AS2,True,2.844239400359491,8.123899138033298,8,0.849446307193434
155,CommunicationLoss,AS2,True,2.720333893393467,7.676922732277378,8,0.8483070457547472
156,CommunicationLoss,AS2,True,2.9561292275514632,7.681372266523867,8,0.8483426063007675
157,MissingData,AS1,True,1.5789672393378462,5.098341137649456,5,0.8951424000000001
158,ModelDrift,AS3,True,4.739986601328552,14.397049858530432,11,0.8389325328253971
159,PacketDelay,AS2,True,2.278343656826639,6.093102287638567,7,0.9366782558335349
160,MissingData,AS1,True,1.3858329020723663,5.1558216010469184,5,0.9161139200000001
161,ActuatorFailure,AS5,True,3.616563861164454,11.62257162339624,9,0.7440000000000002
162,InformationDelay,AS4,True,1.8899194982737648,6.501886668244042,6,0.9161139200000001
163,ModelDrift,AS3,True,4.641610585263547,13.013416863069153,11,0.8511460262603178
164,ModelDrift,AS3,True,5.256048564267052,13.536686678852625,11,0.862735002826436
165,SensorDrift,AS1,True,1.0933053866021811,4.716236608764976,6,0.930824292037011
166,AnalyticsFailure,AS3,True,4.531185472921181,12.521371444382696,10,0.9780097674444803
167,AnalyticsFailure,AS3,True,3.7821575450673093,12.968027402075286,10,0.9824078139555843
168,SensorNoise,AS1,True,0.7031490443089055,3.0690558810391595,5,0.7440000000000002
169,MissingData,AS1,True,1.5158594365487592,5.359808192825919,5,0.9328911360000001
170,ModelDrift,AS3,True,4.628929933893179,12.978917420043475,11,0.8735213355944822
171,SensorDrift,AS1,True,1.0986928967920588,4.288071186729319,6,0.9303737193438946
172,MissingData,AS1,False,1.4038033050816918,5.25129463926417,5,0.9263129088000002
173,SensorNoise,AS1,True,0.6579254070392753,3.2769621574251455,5,0.8772164072586324
174,MissingData,AS1,True,1.4481902765178358,5.002560481370827,5,0.9228685088581821
175,ModelDrift,AS3,True,5.029992947264081,12.520421742981423,11,0.6000000000000001
176,MissingData,AS1,True,1.6493361348791717,5.223127096395703,5,0.9216281404198791
177,PacketDelay,AS2,False,2.224308887295077,6.13874761736705,7,0.9160092713334946
178,InformationDelay,AS4,True,1.8489390622246762,6.28408757561006,6,0.6800000000000002
179,ModelDrift,AS3,True,5.048571987085131,12.873365552435637,11,0.8834324530909704
180,SensorDrift,AS1,True,1.1292466494974156,4.825141852867511,6,0.9305058720268399
181,SensorDrift,AS1,True,1.313414216632174,4.0852886669803725,6,0.9310713642881386
182,MissingData,AS1,True,1.619186241579438,4.969561626307117,5,0.9219178969512879
183,CommunicationLoss,AS2,True,2.956259586690855,7.565088988902208,8,0.8492623203347318
184,MissingData,AS1,True,1.3724491452989633,5.017142521006317,5,0.6000000000000001
185,SensorNoise,AS1,True,0.6820951298028332,3.142254019689583,5,0.8835913076250879
186,SensorDrift,AS1,True,1.2481741455171702,4.607110524528484,6,0.9319538656240594
187,MissingData,AS1,True,1.3724062307407439,4.655685500016442,5,0.9232486032753161
188,InformationDelay,AS4,True,1.675947798475897,5.64389372664672,6,0.9328911360000001
189,PacketDelay,AS2,True,2.11508831061781,7.2133178333703025,7,0.9012284696983747
190,GatewayFailure,AS2,True,3.1449052317637074,9.14742884158368,9,0.9328911360000001
191,CommunicationLoss,AS2,True,2.876248811487411,8.574848672341178,8,0.850838427696357
192,MissingData,AS1,True,1.4483380976654376,4.545300774753435,5,0.9252655492869196
193,CommunicationLoss,AS2,True,2.7072682247045137,8.542352572031968,8,0.852892964379308
194,CommunicationLoss,AS2,True,2.4467843304137302,8.092247173637839,8,0.8552873444764194
195,PacketDelay,AS2,True,1.9949381038530516,6.549897088516636,7,0.8909827757586998
196,PacketDelay,AS2,True,1.9159010574874014,6.97086719138167,7,0.8842147920355312
197,CommunicationLoss,AS2,False,2.64631417722262,8.557370682358675,8,0.8526509282127145
198,MissingData,AS1,False,1.6252285744534742,4.529237308886515,5,0.5800000000000001
199,CommunicationLoss,AS2,True,2.778832923616863,8.760342797730162,8,0.8513515118009409
200,CommunicationLoss,AS2,False,2.8667990925836335,7.627170637774832,8,0.8460812094407528
201,PacketDelay,AS2,True,2.2351078686435595,6.4613982684529345,7,0.7440000000000002
202,AnalyticsFailure,AS3,True,3.9251580579378635,11.409612976447466,10,0.9859262511644675
203,PacketDelay,AS2,True,2.261037995535323,5.9857372657255885,7,0.8800991063556978
204,CommunicationLoss,AS2,True,2.5893567880198467,8.104787140388673,8,0.8427186260891877
205,SensorDrift,AS1,True,1.1719236662457633,4.328926642652772,6,0.8689280000000001
206,PacketDelay,AS2,True,1.9946420571574335,7.252195206127033,7,0.8779923285628192
207,AnalyticsFailure,AS3,True,4.436809244150157,11.759051305806908,10,0.42000000000000004
208,SensorDrift,AS1,True,1.299042483983608,4.4021060648784935,6,0.9330630924992476
209,ActuatorFailure,AS5,True,3.669923773986805,9.964467613180597,9,0.7952000000000001
210,CommunicationLoss,AS2,True,2.8666730971293664,8.203279235762084,8,0.840841567538017
211,GatewayFailure,AS2,True,3.1236230044277513,9.226057120399668,9,0.9463129088000002
212,CommunicationLoss,AS2,True,2.7181923648774178,8.730541399966762,8,0.84011511449553
213,SensorDrift,AS1,False,1.3074725947727173,4.466609055585597,6,0.9282686558175799
214,ModelDrift,AS3,True,5.217797790807883,14.497670671279604,11,0.892460248187062
215,AnalyticsFailure,AS3,True,4.047123669365172,12.676214344712024,10,0.988741000931574
216,SensorDrift,AS1,True,1.2488286919007792,4.269480290665118,6,0.9249678658305346
217,SensorDrift,AS1,False,1.2808072417760006,4.673153023539717,6,0.9171171498072849
218,InformationDelay,AS4,True,1.6832004363578341,5.490936126852121,6,0.9463129088000002
219,CommunicationLoss,AS2,True,2.4407611145398183,8.213681830474197,8,0.8402739097782422
220,PacketDelay,AS2,True,2.2287070735902015,6.38980193843214,7,0.8773938628502554
221,ActuatorFailure,AS5,True,3.8651163106634017,10.031023118259075,9,0.8361600000000002
222,PacketDelay,AS2,True,1.94949411902751,6.086415181438288,7,0.8779150902802044
223,AnalyticsFailure,AS3,True,3.8409265490905664,12.594981983299958,10,0.99
224,ModelDrift,AS3,False,4.6430986282951725,12.731672459544486,11,0.887301531882983
225,CommunicationLoss,AS2,True,2.665908926781974,8.479788885899577,8,0.8411080167114827
226,AnalyticsFailure,AS3,False,4.3740336538385165,12.249985089439274,10,0.9814736842105264
227,AnalyticsFailure,AS3,True,4.079733459558481,12.500586640128937,10,0.9751789473684211
228,PacketDelay,AS2,True,2.1982778888133865,6.328762789428978,7,0.8792551491472406
229,CommunicationLoss,AS2,False,2.942297006318947,8.071142355008043,8,0.4
230,SensorNoise,AS1,True,0.6526631149815005,3.367576520517641,5,0.8894817417522443
231,MissingData,AS1,False,1.4162685751311037,5.014894743659117,5,0.9152124394295358
232,SensorDrift,AS1,True,1.0986735932314322,4.265192909721241,6,0.6800000000000002
233,MissingData,AS1,True,1.6389238873617187,5.268445187374027,5,0.9086405397789228
234,GatewayFailure,AS2,True,3.191594647279201,8.932563328185086,9,0.9570503270400001
235,CommunicationLoss,AS2,True,2.6192598274245507,8.72358301004959,8,0.8424516307604906
236,CommunicationLoss,AS2,True,2.825595627029335,9.024018011424381,8,0.6800000000000002
237,SensorDrift,AS1,True,1.1708910179458223,4.44050109155704,6,0.8951424000000001
238,MissingData,AS1,True,1.6092152161405733,5.099459867482343,5,0.9046902096009161
239,ModelDrift,AS3,True,5.087226783126086,11.96820975645303,11,0.8848412255063864
240,CommunicationLoss,AS2,True,2.4865515261893583,7.988983531897318,8,0.8441740705658394
241,SensorNoise,AS1,False,0.6588003486303587,3.5916105347332508,5,0.8865853934017955
242,ModelDrift,AS3,True,5.265865056135497,14.23811709578652,11,0.8843435686404033
243,CommunicationLoss,AS2,True,2.782962994643289,8.427074082330561,8,0.8461725897860048
244,CommunicationLoss,AS2,True,2.540997257427686,7.738474025020836,8,0.7440000000000002
245,CommunicationLoss,AS2,True,2.8241859630619564,7.862686869427462,8,0.8483666432573753
246,MissingData,AS1,True,1.3648906329115529,5.021052109779165,5,0.9026995361017855
247,GatewayFailure,AS2,True,2.9725182776318486,9.083504151427805,9,0.6000000000000001
248,InformationDelay,AS4,True,1.792918223082147,5.5623541459526145,6,0.9570503270400001
249,InformationDelay,AS4,True,1.9717407705597354,6.018020487881905,6,0.9656402616320001
250,SensorDrift,AS1,True,1.1930266687079016,4.7474921853968155,6,0.9161139200000001
251,SensorDrift,AS1,True,1.1730065080849192,4.2864980618598585,6,0.9328911360000001
252,SensorDrift,AS1,True,1.09070806192749,4.346971572110438,6,0.9463129088000002
253,MissingData,AS1,True,1.5192739763743568,4.604619367679304,5,0.9021596288814285
254,CommunicationLoss,AS2,False,2.615647348734865,8.318390859909936,8,0.32000000000000006
255,AnalyticsFailure,AS3,True,4.245025601172644,12.92472914276121,10,0.9706193483709274
256,SensorNoise,AS1,True,0.7251140753249659,3.542150049045672,5,0.8852683147214365
257,SensorNoise,AS1,True,0.7165817684757315,3.0221103328508954,5,0.8851377287002262
258,CommunicationLoss,AS2,True,2.7011347939704264,8.910750851428126,8,0.8506933146059004
259,ActuatorFailure,AS5,True,3.686596642331498,10.164620124461955,9,0.8689280000000001
260,SensorNoise,AS1,True,0.7897489905958752,3.6116288197029203,5,0.8858879607379588
261,AnalyticsFailure,AS3,True,3.8458295585971713,12.543163635832457,10,0.4693333333333334
262,AnalyticsFailure,AS3,True,3.904217730616412,12.330015324235596,10,0.9674045696058329
263,SensorDrift,AS1,True,1.2737624807363963,4.036584147971327,6,0.9570503270400001
264,PacketDelay,AS2,False,2.2497821558714244,6.625988394355533,7,0.8737744896881628
265,SensorDrift,AS1,True,1.2295339028613141,4.419854569195833,6,0.7440000000000002
266,CommunicationLoss,AS2,True,2.51002786029846,8.395091319914291,8,0.8531036712925635
267,CommunicationLoss,AS2,True,2.929461210050008,8.353428203137584,8,0.855559860110974
268,AnalyticsFailure,AS3,True,4.229932124162571,11.722163412157466,10,0.9652280035107533
269,PacketDelay,AS2,True,2.093945612760259,6.743830040577215,7,0.8704481631791017
270,AnalyticsFailure,AS3,True,3.900836243326406,12.36294573908722,10,0.9638490694752694
271,ActuatorFailure,AS5,True,3.7371699030031045,10.008440146153045,9,0.8361600000000002
272,CommunicationLoss,AS2,True,2.631117975793226,7.98247903435444,8,0.8580327937491565
273,CommunicationLoss,AS2,True,2.88513714705016,8.8410873923354,8,0.8605003090733994
274,MissingData,AS1,True,1.4183872240805302,4.752475643042305,5,0.9026800840575239
275,SensorDrift,AS1,True,1.1570083956767678,4.601343483677209,6,0.9656402616320001
276,SensorDrift,AS1,True,1.1307337205054153,4.685093102144525,6,0.9114714976236058
277,ModelDrift,AS3,True,5.152501411728217,14.047485915931937,11,0.8852526326901005
278,AnalyticsFailure,AS3,True,4.376038294626087,11.866192041250116,10,0.5254666666666667
279,MissingData,AS1,True,1.5206016898802255,4.626999982452659,5,0.903962249064201
280,PacketDelay,AS2,True,1.9142035566626932,5.983653778750541,7,0.8687723236467296
281,CommunicationLoss,AS2,True,2.5375192770954063,8.032780680498373,8,0.8629457018041741
282,SensorDrift,AS1,True,1.3015376564095131,4.559433437190173,6,0.9725122093056002
283,AnalyticsFailure,AS3,True,4.154726883390325,13.2144593154383,10,0.9630792555802155
284,CommunicationLoss,AS2,True,2.615894462081025,8.8071287209236,8,0.8653565614433394
285,PacketDelay,AS2,True,1.9279646068791239,5.976234646665057,7,0.8683511922507171
286,GatewayFailure,AS2,True,3.484687889194828,9.334350802876653,9,0.9656402616320001
287,SensorDrift,AS1,True,1.1296154366774862,4.533396852913248,6,0.9780097674444803
288,PacketDelay,AS2,True,2.296198109406088,6.840503645626794,7,0.8688745021876705
289,CommunicationLoss,AS2,True,2.7546166532670484,7.438965149739538,8,0.8677238456458997
290,MissingData,AS1,True,1.441637909515367,5.412354198934693,5,0.9057784949035348
291,AnalyticsFailure,AS3,True,4.096239379907641,11.73387626223844,10,0.9627710967718647
292,SensorNoise,AS1,True,0.7455162465197731,3.5140451421706382,5,0.8872817971617957
293,SensorNoise,AS1,True,0.7288498248846624,3.361889878079095,5,0.7952000000000001
294,CommunicationLoss,AS2,True,2.690138746160805,7.979868028914896,8,0.870041145482237
295,MissingData,AS1,False,1.4330654790874129,5.10455840918409,5,0.8996227959228279
296,ModelDrift,AS3,True,4.500825677990408,13.245655065930283,11,0.8871494745731331
297,CommunicationLoss,AS2,True,2.6482131501785395,7.952316468009703,8,0.3226666666666667
298,AnalyticsFailure,AS3,True,4.617874043645769,11.517811579963015,10,0.5803733333333334
299,SensorNoise,AS1,True,0.653085936695005,3.437325513188075,5,0.8891357825570229
300,CommunicationLoss,AS2,True,2.8223369333536876,7.791899270060844,8,0.8723041028264676
301,SensorDrift,AS1,True,1.2975663613212132,4.55124425884692,6,0.9824078139555843
302,CommunicationLoss,AS2,True,2.8839448950820556,8.871216394164483,8,0.8745099489278408
303,PacketDelay,AS2,True,2.201185934458925,6.897246360980079,7,0.8700996017501365
304,CommunicationLoss,AS2,True,2.941338625304734,8.909325410453928,8,0.8766571394701416
305,SensorDrift,AS1,True,1.133598702092546,4.726860364304745,6,0.9859262511644675
306,CommunicationLoss,AS2,True,2.6307085120730247,8.391191647091393,8,0.8787450664148231
307,MissingData,AS1,False,1.6099180109077622,5.0327388735451555,5,0.8876982367382624
308,CommunicationLoss,AS2,True,2.70025778222606,8.85637129525208,8,0.8807738309096363
309,CommunicationLoss,AS2,True,2.45919346414699,8.834495621165518,8,0.882744064727709
310,MissingData,AS1,True,1.4727575540256312,5.01870955209372,5,0.8793893586213792
311,SensorNoise,AS1,True,0.6935592179014141,3.4423411810326243,5,0.8913086260456183
312,SensorNoise,AS1,True,0.7388687192058282,3.0867040159318844,5,0.8936920621268173
313,MissingData,AS1,True,1.4128147105005233,5.220806848607359,5,0.5973333333333334
314,SensorDrift,AS1,True,1.268450617367451,4.646182161550794,6,0.988741000931574
315,SensorNoise,AS1,True,0.7098350001133134,3.2531567960762713,5,0.8962036497014539
316,ActuatorFailure,AS5,True,3.383578260884244,10.720823091940217,9,0.6800000000000002
317,SensorNoise,AS1,True,0.7679849279855852,3.0957806285606675,5,0.898781101579345
318,SensorDrift,AS1,True,1.1397175494902116,4.5703017775099495,6,0.99
319,GatewayFailure,AS2,True,3.302202075932344,9.516107882340998,9,0.6800000000000002
320,SensorNoise,AS1,True,0.7136533889234646,3.3133903520822843,5,0.8361600000000002
